# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1914832	1915032	-	WP_013291051.1	WP_013291051.1		hypothetical protein			COB47_RS08920	201	66	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1915116	1915787	-							COB47_RS08925	672		old_locus_tag=COB47_1778
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1915116	1915787	-	WP_013291052.1	WP_013291052.1		L,D-transpeptidase family protein			COB47_RS08925	672	223	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1915911	1916297	-							COB47_RS08930	387		old_locus_tag=COB47_1779
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1915911	1916297	-	WP_013291053.1	WP_013291053.1		aspartate 1-decarboxylase			COB47_RS08930	387	128	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1916303	1917151	-					panC		COB47_RS08935	849		old_locus_tag=COB47_1780
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1916303	1917151	-	WP_013291054.1	WP_013291054.1		pantoate--beta-alanine ligase	panC		COB47_RS08935	849	282	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1917151	1917945	-					panB		COB47_RS08940	795		old_locus_tag=COB47_1781
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1917151	1917945	-	WP_013291055.1	WP_013291055.1		3-methyl-2-oxobutanoate hydroxymethyltransferase	panB		COB47_RS08940	795	264	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1917951	1918790	-							COB47_RS08945	840		old_locus_tag=COB47_1782
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1917951	1918790	-	WP_013291056.1	WP_013291056.1		Rossmann-like and DUF2520 domain-containing protein			COB47_RS08945	840	279	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919103	1919621	+							COB47_RS08950	519		old_locus_tag=COB47_1783
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919103	1919621	+	WP_013291057.1	WP_013291057.1		ferritin			COB47_RS08950	519	172	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919715	1919936	+							COB47_RS08955	222		old_locus_tag=COB47_1784
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919715	1919936	+	WP_013291058.1	WP_013291058.1		zinc ribbon domain-containing protein			COB47_RS08955	222	73	
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919933	1921076	-							COB47_RS08960	1144		pseudo;old_locus_tag=COB47_1785
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1919933	1921076	-				IS481 family transposase			COB47_RS08960	1144		pseudo
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921321	1921408	+							COB47_RS08965	88		old_locus_tag=COB47_R0044
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921321	1921408	+				tRNA-Leu			COB47_RS08965	88		anticodon=GAG
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921482	1921558	+							COB47_RS08970	77		old_locus_tag=COB47_R0045
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921482	1921558	+				tRNA-Arg			COB47_RS08970	77		anticodon=ACG
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921605	1922186	-							COB47_RS08975	582		old_locus_tag=COB47_1786
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1921605	1922186	-	WP_013291059.1	WP_013291059.1		Uma2 family endonuclease			COB47_RS08975	582	193	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1922167	1923024	-							COB47_RS08980	858		old_locus_tag=COB47_1787
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1922167	1923024	-	WP_013291060.1	WP_013291060.1		helix-turn-helix domain-containing protein			COB47_RS08980	858	285	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1923228	1923446	+							COB47_RS08985	219		old_locus_tag=COB47_1788
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1923228	1923446	+	WP_013291061.1	WP_013291061.1		helix-turn-helix domain-containing protein			COB47_RS08985	219	72	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1923543	1925237	+							COB47_RS08990	1695		old_locus_tag=COB47_1789
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1923543	1925237	+	WP_013291062.1	WP_013291062.1		AAA family ATPase			COB47_RS08990	1695	564	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1925599	1925772	+							COB47_RS12330	174		old_locus_tag=COB47_1790
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1925599	1925772	+	WP_013291063.1	WP_013291063.1		hypothetical protein			COB47_RS12330	174	57	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1925793	1926272	+							COB47_RS08995	480		old_locus_tag=COB47_1791
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1925793	1926272	+	WP_013291064.1	WP_013291064.1		hypothetical protein			COB47_RS08995	480	159	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1926272	1926574	+							COB47_RS09000	303		old_locus_tag=COB47_1792
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1926272	1926574	+	WP_013291065.1	WP_013291065.1		hypothetical protein			COB47_RS09000	303	100	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1926743	1927228	+							COB47_RS09005	486		old_locus_tag=COB47_1793
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1926743	1927228	+	WP_013291066.1	WP_013291066.1		hypothetical protein			COB47_RS09005	486	161	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1927258	1928190	+							COB47_RS09010	933		old_locus_tag=COB47_1794
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1927258	1928190	+	WP_013291067.1	WP_013291067.1		sigma-70 family RNA polymerase sigma factor			COB47_RS09010	933	310	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1930066	1930647	-							COB47_RS09020	582		old_locus_tag=COB47_1795
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1930066	1930647	-	WP_013291068.1	WP_013291068.1		Uma2 family endonuclease			COB47_RS09020	582	193	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1931100	1932494	-							COB47_RS09030	1395		old_locus_tag=COB47_1797
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1931100	1932494	-	WP_013291070.1	WP_013291070.1		alpha-glucosidase/alpha-galactosidase			COB47_RS09030	1395	464	
gene	tRNA	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1932683	1932758	+							COB47_RS09035	76		old_locus_tag=COB47_R0046
tRNA		GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1932683	1932758	+				tRNA-Trp			COB47_RS09035	76		anticodon=CCA
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1933518	1935098	-							COB47_RS09040	1581		old_locus_tag=COB47_1799
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1933518	1935098	-	WP_013291072.1	WP_013291072.1		extracellular solute-binding protein			COB47_RS09040	1581	526	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1935130	1936023	-							COB47_RS09045	894		old_locus_tag=COB47_1800
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1935130	1936023	-	WP_013291073.1	WP_013291073.1		carbohydrate ABC transporter permease			COB47_RS09045	894	297	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1936040	1936987	-							COB47_RS09050	948		old_locus_tag=COB47_1801
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1936040	1936987	-	WP_013291074.1	WP_013291074.1		ABC transporter permease subunit			COB47_RS09050	948	315	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1937088	1938683	-							COB47_RS09055	1596		old_locus_tag=COB47_1802
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1937088	1938683	-	WP_013291075.1	WP_013291075.1		extracellular solute-binding protein			COB47_RS09055	1596	531	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1938889	1941216	-							COB47_RS09060	2328		old_locus_tag=COB47_1803
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1938889	1941216	-	WP_013291076.1	WP_013291076.1		helix-turn-helix domain-containing protein			COB47_RS09060	2328	775	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1941470	1943059	-							COB47_RS09065	1590		old_locus_tag=COB47_1804
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1941470	1943059	-	WP_013291077.1	WP_013291077.1		glutamate synthase-related protein			COB47_RS09065	1590	529	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1943128	1944543	-							COB47_RS09070	1416		old_locus_tag=COB47_1805
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1943128	1944543	-	WP_013291078.1	WP_013291078.1		phenylacetate--CoA ligase family protein			COB47_RS09070	1416	471	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1944708	1946393	-					argS		COB47_RS09075	1686		old_locus_tag=COB47_1806
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1944708	1946393	-	WP_013291079.1	WP_013291079.1		arginine--tRNA ligase	argS		COB47_RS09075	1686	561	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1946390	1946827	-							COB47_RS09080	438		old_locus_tag=COB47_1807
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1946390	1946827	-	WP_013402656.1	WP_013402656.1		DUF1934 domain-containing protein			COB47_RS09080	438	145	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1946857	1947660	-					murI		COB47_RS09085	804		old_locus_tag=COB47_1808
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1946857	1947660	-	WP_013291081.1	WP_013291081.1		glutamate racemase	murI		COB47_RS09085	804	267	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1947668	1948762	-							COB47_RS09090	1095		old_locus_tag=COB47_1809
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1947668	1948762	-	WP_013291082.1	WP_013291082.1		D-alanine--D-alanine ligase			COB47_RS09090	1095	364	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1948849	1950252	-							COB47_RS09095	1404		old_locus_tag=COB47_1810
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1948849	1950252	-	WP_013291083.1	WP_013291083.1		phosphoglucomutase/phosphomannomutase family protein			COB47_RS09095	1404	467	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1950372	1951007	-							COB47_RS09100	636		old_locus_tag=COB47_1811
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1950372	1951007	-	WP_041742793.1	WP_041742793.1		RNA polymerase sporulation sigma factor SigH			COB47_RS09100	636	211	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1951103	1951600	-							COB47_RS09105	498		old_locus_tag=COB47_1812
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1951103	1951600	-	WP_237699033.1	WP_237699033.1		NYN domain-containing protein			COB47_RS09105	498	165	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1951593	1952354	-					rlmB		COB47_RS09110	762		old_locus_tag=COB47_1813
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1951593	1952354	-	WP_013291086.1	WP_013291086.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		COB47_RS09110	762	253	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1952341	1953132	-					thyX		COB47_RS09115	792		old_locus_tag=COB47_1814
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1952341	1953132	-	WP_013291087.1	WP_013291087.1		FAD-dependent thymidylate synthase	thyX		COB47_RS09115	792	263	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1953234	1954253	+							COB47_RS09120	1020		old_locus_tag=COB47_1815
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1953234	1954253	+	WP_013291088.1	WP_013291088.1		DnaD domain protein			COB47_RS09120	1020	339	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1954240	1955268	+							COB47_RS09125	1029		old_locus_tag=COB47_1816
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1954240	1955268	+	WP_013291089.1	WP_013291089.1		ATP-binding protein			COB47_RS09125	1029	342	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1955322	1955744	-					fabZ		COB47_RS09130	423		old_locus_tag=COB47_1817
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1955322	1955744	-	WP_013291090.1	WP_013291090.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ		COB47_RS09130	423	140	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1955771	1957036	-							COB47_RS09135	1266		old_locus_tag=COB47_1818
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1955771	1957036	-	WP_013291091.1	WP_013291091.1		ArsB/NhaD family transporter			COB47_RS09135	1266	421	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1957036	1957419	-							COB47_RS09140	384		old_locus_tag=COB47_1819
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1957036	1957419	-	WP_013291092.1	WP_013291092.1		ribonuclease III			COB47_RS09140	384	127	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1957506	1958987	-							COB47_RS09145	1482		old_locus_tag=COB47_1820
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1957506	1958987	-	WP_041742795.1	WP_041742795.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			COB47_RS09145	1482	493	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1959057	1959707	-							COB47_RS09150	651		old_locus_tag=COB47_1821
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1959057	1959707	-	WP_013291094.1	WP_013291094.1		MgtC/SapB family protein			COB47_RS09150	651	216	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1959837	1961534	-							COB47_RS09155	1698		old_locus_tag=COB47_1822
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1959837	1961534	-	WP_013291095.1	WP_013291095.1		ABC transporter substrate-binding protein			COB47_RS09155	1698	565	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1961619	1962509	-							COB47_RS09160	891		old_locus_tag=COB47_1823
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1961619	1962509	-	WP_013291096.1	WP_013291096.1		carbohydrate ABC transporter permease			COB47_RS09160	891	296	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1962545	1963459	-							COB47_RS09165	915		old_locus_tag=COB47_1824
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1962545	1963459	-	WP_013291097.1	WP_013291097.1		ABC transporter permease subunit			COB47_RS09165	915	304	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1963862	1964005	+							COB47_RS12215	144		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1963862	1964005	+	WP_154646010.1	WP_154646010.1		hypothetical protein			COB47_RS12215	144	47	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1964033	1964224	+							COB47_RS09170	192		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1964033	1964224	+	WP_041742516.1	WP_041742516.1		hypothetical protein			COB47_RS09170	192	63	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1964431	1965984	-							COB47_RS09175	1554		old_locus_tag=COB47_1826
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1964431	1965984	-	WP_013291099.1	WP_013291099.1		response regulator			COB47_RS09175	1554	517	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1965993	1967744	-							COB47_RS09180	1752		old_locus_tag=COB47_1827
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1965993	1967744	-	WP_013291100.1	WP_013291100.1		sensor histidine kinase			COB47_RS09180	1752	583	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1967775	1970111	-					yicI		COB47_RS09185	2337		old_locus_tag=COB47_1828
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1967775	1970111	-	WP_013291101.1	WP_013291101.1		alpha-xylosidase	yicI		COB47_RS09185	2337	778	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1970276	1971127	-							COB47_RS09190	852		old_locus_tag=COB47_1829
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1970276	1971127	-	WP_013291102.1	WP_013291102.1		AraC family transcriptional regulator			COB47_RS09190	852	283	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1971265	1972206	-							COB47_RS09195	942		old_locus_tag=COB47_1830
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1971265	1972206	-	WP_013291103.1	WP_013291103.1		transketolase family protein			COB47_RS09195	942	313	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1972208	1973056	-							COB47_RS09200	849		old_locus_tag=COB47_1831
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1972208	1973056	-	WP_013291104.1	WP_013291104.1		transketolase			COB47_RS09200	849	282	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1973166	1974017	-							COB47_RS09205	852		old_locus_tag=COB47_1832
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1973166	1974017	-	WP_013291105.1	WP_013291105.1		YitT family protein			COB47_RS09205	852	283	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1974018	1975856	-					csaB		COB47_RS09210	1839		old_locus_tag=COB47_1833
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1974018	1975856	-	WP_013291106.1	WP_013291106.1		polysaccharide pyruvyl transferase CsaB	csaB		COB47_RS09210	1839	612	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1975959	1976117	+							COB47_RS12015	159		old_locus_tag=COB47_1834
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1975959	1976117	+	WP_013291107.1	WP_013291107.1		DUF1540 domain-containing protein			COB47_RS12015	159	52	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1976121	1976810	-							COB47_RS09215	690		old_locus_tag=COB47_1835
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1976121	1976810	-	WP_013291108.1	WP_013291108.1		4Fe-4S dicluster domain-containing protein			COB47_RS09215	690	229	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1976832	1978172	-					radA		COB47_RS09220	1341		old_locus_tag=COB47_1836
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1976832	1978172	-	WP_013291109.1	WP_013291109.1		DNA repair protein RadA	radA		COB47_RS09220	1341	446	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1978303	1979430	+							COB47_RS09225	1128		old_locus_tag=COB47_1837
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1978303	1979430	+	WP_013291110.1	WP_013291110.1		glycosyltransferase			COB47_RS09225	1128	375	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1979510	1979845	-							COB47_RS09230	336		old_locus_tag=COB47_1838
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1979510	1979845	-	WP_013291111.1	WP_013291111.1		P-II family nitrogen regulator			COB47_RS09230	336	111	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1979864	1981084	-							COB47_RS09235	1221		old_locus_tag=COB47_1839
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1979864	1981084	-	WP_013291112.1	WP_013291112.1		ammonium transporter			COB47_RS09235	1221	406	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1981286	1981678	-					rpsI		COB47_RS09240	393		old_locus_tag=COB47_1840
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1981286	1981678	-	WP_013291113.1	WP_013291113.1		30S ribosomal protein S9	rpsI		COB47_RS09240	393	130	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1981703	1982131	-					rplM		COB47_RS09245	429		old_locus_tag=COB47_1841
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1981703	1982131	-	WP_013291114.1	WP_013291114.1		50S ribosomal protein L13	rplM		COB47_RS09245	429	142	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1982361	1983494	+							COB47_RS09250	1134		old_locus_tag=COB47_1842
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1982361	1983494	+	WP_013291115.1	WP_013291115.1		glycerate kinase			COB47_RS09250	1134	377	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1983556	1985016	-							COB47_RS09255	1461		old_locus_tag=COB47_1843
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1983556	1985016	-	WP_013291116.1	WP_013291116.1		alpha-L-fucosidase			COB47_RS09255	1461	486	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1985043	1985783	-							COB47_RS12635	741		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1985043	1985783	-	WP_237698892.1	WP_237698892.1		hypothetical protein			COB47_RS12635	741	246	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1985795	1986793	-							COB47_RS12640	999		
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1985795	1986793	-	WP_237698893.1	WP_237698893.1		hypothetical protein			COB47_RS12640	999	332	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1987494	1988534	-							COB47_RS09265	1041		old_locus_tag=COB47_1845
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1987494	1988534	-	WP_013291117.1	WP_013291117.1		NAD(P)-dependent alcohol dehydrogenase			COB47_RS09265	1041	346	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1988587	1989753	-							COB47_RS09270	1167		old_locus_tag=COB47_1846
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1988587	1989753	-	WP_013291118.1	WP_013291118.1		serine hydrolase			COB47_RS09270	1167	388	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1989802	1991316	-							COB47_RS09275	1515		old_locus_tag=COB47_1847
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1989802	1991316	-	WP_013291119.1	WP_013291119.1		carboxylesterase family protein			COB47_RS09275	1515	504	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1991703	1992749	+							COB47_RS09280	1047		old_locus_tag=COB47_1848
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1991703	1992749	+	WP_013291120.1	WP_013291120.1		substrate-binding domain-containing protein			COB47_RS09280	1047	348	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1992817	1994151	+							COB47_RS09285	1335		old_locus_tag=COB47_1849
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1992817	1994151	+	WP_013291121.1	WP_013291121.1		RICIN domain-containing protein			COB47_RS09285	1335	444	
gene	pseudogene	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1994323	1995647	-							COB47_RS09290	1325		pseudo;old_locus_tag=COB47_1850
CDS	without_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1994323	1995647	-				hypothetical protein			COB47_RS09290	1325		pseudo
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1996402	1998663	-							COB47_RS09295	2262		old_locus_tag=COB47_1851
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1996402	1998663	-	WP_013291122.1	WP_013291122.1		glycoside hydrolase family 95 protein			COB47_RS09295	2262	753	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1998699	2000462	-							COB47_RS09300	1764		old_locus_tag=COB47_1852
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	1998699	2000462	-	WP_013291123.1	WP_013291123.1		glycoside hydrolase family 127 protein			COB47_RS09300	1764	587	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	2000517	2001200	-							COB47_RS09305	684		old_locus_tag=COB47_1853
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	2000517	2001200	-	WP_041742519.1	WP_041742519.1		glycoside hydrolase family 31 protein			COB47_RS09305	684	227	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	2001535	2002548	-							COB47_RS09310	1014		old_locus_tag=COB47_1854
CDS	with_protein	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	2001535	2002548	-	WP_013291124.1	WP_013291124.1		LacI family transcriptional regulator			COB47_RS09310	1014	337	
gene	protein_coding	GCF_000145215.1	Primary Assembly	chromosome		NC_014392.1	2002785	2005904	+							COB47_RS09315	3120		old_locus_tag=COB47_1855
